1,2006-05-05,na,5
2,2001-08-30,na,4
3,1999-12-03,na,3
4,2006-05-22,na,3
5,2006-06-29,na,3
6,2007-09-07,na,3
7,2007-12-03,na,3
8,2008-01-22,na,3
9,2008-04-15,na,3
10,2008-09-11,na,3
11,2010-06-11,na,3
12,2010-10-20,na,3
13,2011-05-26,na,3
14,2011-06-16,na,3
15,2015-09-10,na,3
16,2020-11-04,na,3
17,2000-03-08,na,2
18,2000-03-23,na,2
19,2000-05-12,na,2
20,2000-06-26,na,2
