1,2018-05-14,na,5
2,2005-10-28,na,4
3,2010-07-09,na,4
4,2011-06-10,na,4
5,2017-09-22,na,4
6,1999-04-15,na,3
7,1999-11-11,na,3
8,2003-11-03,na,3
9,2004-12-09,na,3
10,2005-09-30,na,3
11,2009-12-11,na,3
12,2010-05-31,na,3
13,2011-05-13,na,3
14,2012-05-08,na,3
15,2017-02-02,na,3
16,2017-09-25,na,3
17,1999-03-25,na,2
18,1999-06-03,na,2
19,1999-09-10,na,2
20,1999-09-24,na,2
